Ac Activities - 09 July 2015 - v0.1,,,,,,,
,,,,,,,
Code,Group,Sub group,Section,Object,Title,NBS Code,NRM
Ac_80_85,80,85,,,Marine and water storage and maintenance activities,,
Ac_80_85_08,80,85,08,,Boat repairing,,
Ac_80_85_09,80,85,09,,Boat storing,,
Ac_80_85_24,80,85,24,,Dry repair docking,,
Ac_80_85_30,80,85,30,,Floating repair docking,,
Ac_80_85_97,80,85,97,,Wet repair docking,,
Ac_85,85,,,,OPERATION AND MAINTENANCE,,
Ac_85_10,85,10,,,Barrier and fence maintenance activities,,
Ac_85_10_06,85,10,06,,Barrier maintenance,25-25-60/190 Barrier maintenance system;,"8.4.4 Barriers and guardrails (default); 2.7.2 Balustrades and handrails; 2.5.5 Subsidiary walls, balustrades and proprietary balconies;"
Ac_85_10_30,85,10,30,,Fencing maintenance,25-20-30/190 Fencing maintenance system;,8.4.1 Fencing and railings (default); 8.4.4 Barriers and guardrails;
Ac_85_10_45,85,10,45,,Kerbs and channels maintenance,20-85-45/190 Maintenance system for kerbs and channels;,"8.6.1 Surface water and foul water drainage; 2.2.3 Drainage to balconies; 8.2.1 Roads, paths and pavings (default); 2.3.4 Roof drainage; 8.5.1 Site/street furniture and equipment;"
Ac_85_10_95,85,10,95,,Vehicle restraint maintenance,25-20-85/190 Vehicle restraint system maintenance;,8.4.1 Fencing and railings; 8.4.4 Barriers and guardrails (default);
Ac_85_30,85,30,,,Flora maintenance activities,,
Ac_85_30_01,85,30,01,,Amenity grass maintenance,40-35-35/190 Amenity grass maintenance system;,8.3.1 Seeding and turfing (default);
Ac_85_30_02,85,30,02,,Amenity planting maintenance,40-35-00/190 Amenity planting maintenance system;,8.3.2 External planting (default);
Ac_85_30_04,85,30,04,,Aquatic and wetland planting maintenance,40-30-00/190 Aquatic and wetland planting maintenance system;,8.3.2 External planting (default);
Ac_85_30_28,85,30,28,,External container planting maintenance,40-40-25/190 Container planting maintenance system;,8.3.3 Irrigation systems; 8.3.2 External planting (default);
Ac_85_30_30,85,30,30,,Forestry maintenance,40-35-30/191 Forestry maintenance system;,8.3.2 External planting (default);
Ac_85_30_37,85,30,37,,Hedgerow maintenance,40-35-30/190 Hedgerow maintenance system;,8.3.2 External planting (default);
Ac_85_30_40,85,30,40,,Internal container planting maintenance,40-40-40/190 Container planting maintenance system;,4.1.7 Internal planting (default);
Ac_85_30_47,85,30,47,,Living roof maintenance,40-40-45/190 Living roof maintenance system;,2.3.2 Roof coverings (default);
Ac_85_30_50,85,30,50,,Meadow grass maintenance,40-35-35/195 Meadow grass maintenance system;,8.3.1 Seeding and turfing (default);
Ac_85_30_80,85,30,80,,Sports turf maintenance,40-35-35/197 Sports turf maintenance system;,8.3.1 Seeding and turfing (default);
Ac_85_30_95,85,30,95,,Vegetation control maintenance,35-70-41/190 Vegetation control maintenance system;,0.1.3 Eradication of plant growth; 4.1.7 Internal planting; 8.3.2 External planting (default);
Ac_85_50,85,50,,,Marine maintenance activities,,
Ac_85_50_24,85,50,24,,Dredging,,
Ac_85_60,85,60,,,Paving maintenance activities,,
Ac_85_60_02,85,60,02,,Asphalt paving maintenance,20-15-05/190 Asphalt paving maintenance system;,"2.4.2 Stair/ramp finishes; 3.2.1 Finishes to floors; 2.3.2 Roof coverings; 8.2.1 Roads, paths and pavings (default);"
Ac_85_60_04,85,60,04,,Asphalt sports paving maintenance,20-15-05/195 Asphalt sports paving maintenance system;,2.4.2 Stair/ramp finishes; 8.2.2 Special surfacings and pavings (default); 3.2.1 Finishes to floors; 2.3.2 Roof coverings;
Ac_85_60_10,85,60,10,,Bound aggregate paving maintenance,20-15-35/190 Bound aggregate paving maintenance system;,7.6.2 Concrete repairs; 2.4.2 Stair/ramp finishes; 8.2.2 Special surfacings and pavings (default); 3.2.1 Finishes to floors; 2.3.2 Roof coverings;
Ac_85_60_50,85,60,50,,Mat and sheet paving maintenance,20-15-50/190 Mat and sheet paving maintenance system;,2.4.2 Stair/ramp finishes; 8.2.2 Special surfacings and pavings (default); 3.2.1 Finishes to floors; 2.3.2 Roof coverings;
Ac_85_60_80,85,60,80,,Sport or play paving maintenance,20-15-35/195 Sport or play paving maintenance system;,2.4.2 Stair/ramp finishes; 8.2.2 Special surfacings and pavings (default); 3.2.1 Finishes to floors; 2.3.2 Roof coverings;
Ac_85_60_82,85,60,82,,Sports or play unbound paving maintenance,20-15-85/195 Sports or play unbound paving maintenance system;,8.2.2 Special surfacings and pavings (default);
Ac_85_60_92,85,60,92,,Unbound paving maintenance,20-15-85/190 Unbound paving maintenance system;,"8.2.1 Roads, paths and pavings (default);"
Ac_85_60_93,85,60,93,,Unit paving maintenance,20-15-90/190 Unit paving maintenance system;,"2.4.2 Stair/ramp finishes; 2.3.2 Roof coverings; 8.2.1 Roads, paths and pavings (default);"
Ac_85_65,85,65,,,Plant and controls operating,,
Ac_85_65_08,85,65,08,,Boiler operating,,
Ac_85_65_15,85,65,15,,Controlling,,
Ac_85_65_26,85,65,26,,Electrical switching,,
Ac_85_65_27,85,65,27,,Equipment operating,,
Ac_85_65_32,85,65,32,,Furnace operating,,
Ac_85_65_42,85,65,42,,Incinerating,,
Ac_85_65_48,85,65,48,,Lift machine operating,,
Ac_85_65_64,85,65,64,,Plant operating,,
Ac_85_65_77,85,65,77,,Server operating,,
Ac_85_65_90,85,65,90,,Transformer operating,,
Ac_85_70,85,70,,,Retrospective application activities,,
Ac_85_70_40,85,70,40,,Insulation and waterproofing for retrofitted living roofs,40-40-45/105 Insulation and waterproofing system for retrofitted living roofs;,2.3.2 Roof coverings (default);
Ac_85_70_70,85,70,70,,Retrospective application of fire retardant treatment,35-85-95/170 Retrospective application of fire retardant treatment;,2.3.2 Roof coverings; 2.1.5 Timber frames (default); 2.5.1 External enclosing walls above ground level; 8.4.1 Fencing and railings; 2.6.1 External windows; 2.3.1 Roof structure; 2.6.2 External doors;
Ac_85_70_75,85,70,75,,Retrospective application of preservative treatment,35-85-95/130 Retrospective application of preservative treatment;,2.3.2 Roof coverings; 2.1.5 Timber frames; 2.5.1 External enclosing walls above ground level; 8.4.1 Fencing and railings (default); 2.6.1 External windows; 2.3.1 Roof structure; 2.6.2 External doors;
Ac_90,90,,,,CIRCULATION AND PLANT ACTIVITIES,,
Ac_90_10,90,10,,,Circulation activities,,
Ac_90_10_02,90,10,02,,Air blocking,,
Ac_90_10_04,90,10,04,,Ascending and descending pausing,,
Ac_90_10_14,90,10,14,,Circulating between rooms,,
Ac_90_10_16,90,10,16,,Covered walking,,
Ac_90_10_24,90,10,24,,Dropping-off and collecting,,
Ac_90_10_27,90,10,27,,Entering and exiting,,
Ac_90_10_30,90,10,30,,Fire stepped ascending and descending,,
Ac_90_10_34,90,10,34,,Goods conveying,,
Ac_90_10_49,90,10,49,,Lift stopping and calling,,
Ac_90_10_50,90,10,50,,Lift travelling,,
Ac_90_10_51,90,10,51,,Mechanical pitched or stepped ascending and descending,,
Ac_90_10_62,90,10,62,,Pitched ascending and descending,,
Ac_90_10_77,90,10,77,,Sheltering,,
Ac_90_10_84,90,10,84,,Stepped ascending and descending,,
Ac_90_10_93,90,10,93,,Uncovered walking,,
Ac_90_10_96,90,10,96,,Wheelchair travelling,,
Ac_90_20,90,20,,,Common activities,,
Ac_90_20_02,90,20,02,,Amphitheatre seating,,
Ac_90_20_03,90,20,03,,Artiste changing and make-up,,
Ac_90_20_04,90,20,04,,Audience breaking out,,
Ac_90_20_05,90,20,05,,Audience seating,,
Ac_90_20_15,90,20,15,,Changing,,
Ac_90_20_69,90,20,69,,Queuing,,
Ac_90_20_82,90,20,82,,Spectator seating,,
Ac_90_20_83,90,20,83,,Spectator standing,,
Ac_90_20_89,90,20,89,,Temporary seating,,
Ac_90_20_96,90,20,96,,Waiting,,
Ac_90_50,90,50,,,Storing activities,,
Ac_90_50_04,90,50,04,,Arms storing,,
Ac_90_50_06,90,50,06,,Baggage storing,,
Ac_90_50_07,90,50,07,,Beer storing,,
Ac_90_50_09,90,50,09,,Blood storing,,
Ac_90_50_11,90,50,11,,Cargo storing,,
Ac_90_50_13,90,50,13,,Chemicals storing,,
Ac_90_50_14,90,50,14,,Clothes storing,,
Ac_90_50_15,90,50,15,,Cold storing,,
Ac_90_50_27,90,50,27,,Evidence storing,,
Ac_90_50_28,90,50,28,,Explosives storing,,
Ac_90_50_29,90,50,29,,Feed storing,,
Ac_90_50_30,90,50,30,,Flammable chemical storing,,
Ac_90_50_31,90,50,31,,Dry waste storing,,
Ac_90_50_32,90,50,32,,Fuel storing,,
Ac_90_50_33,90,50,33,,Gas storing,,
Ac_90_50_34,90,50,34,,General storing,,
Ac_90_50_35,90,50,35,,Goods storing,,
Ac_90_50_36,90,50,36,,Grain storing,,
Ac_90_50_37,90,50,37,,Hazardous waste storing,,
Ac_90_50_47,90,50,47,,Left luggage storing,,
Ac_90_50_52,90,50,52,,Medical records storing,,
Ac_90_50_53,90,50,53,,Mineral storing,,
Ac_90_50_58,90,50,58,,Oil storing,,
Ac_90_50_59,90,50,59,,Outdoor storing,,
Ac_90_50_65,90,50,65,,Pharmacy storing,,
Ac_90_50_70,90,50,70,,Raw materials storing,,
Ac_90_50_75,90,50,75,,Scientific equipment storing,,
Ac_90_50_77,90,50,77,,Secure storing,,
Ac_90_50_80,90,50,80,,Solid fuel storing,,
Ac_90_50_84,90,50,84,,Storage of human remains,,
Ac_90_50_91,90,50,91,,Vehicle storing,,
Ac_90_50_92,90,50,92,,Walk-in clothes storing,,
Ac_90_50_93,90,50,93,,Waste gas storing,,
Ac_90_50_94,90,50,94,,Waste liquids storing,,
Ac_90_50_95,90,50,95,,Waste solids storing,,
Ac_90_50_96,90,50,96,,Water storing,,
Ac_90_50_97,90,50,97,,Wet waste storing,,
Ac_90_50_98,90,50,98,,Wine storing,,
Ac_95,95,,,,TEMPORARY ACTIVITIES,,
